school_year,lea_code,school_type,school_code,school_name,official_school_name,address_line1,address_line2,city,state,zip_code_5,opening_effective_date,grade_level_current,school_type_description,school_program_type_description,school_calendar_description
2014-15,410,school_district,410421,Jamestown Middle,Jamestown Middle School,301 Haynes Road,,Jamestown,NC,27282,06/30/1993,06:07:08,Regular School,,Traditional
2014-15,410,school_district,410423,Jefferson Elementary,Jefferson Elementary School,1400 New Garden Road,,Greensboro,NC,27410,06/30/1999,PK:KG:01:02:03:04:05,Regular School,,Traditional
2014-15,410,school_district,410424,Jesse Wharton Elem,Jesse Wharton Elementary School,5813 Lake Brandt Road,,Greensboro,NC,27455,06/30/1993,KG:01:02:03:04:05,Regular School,,Traditional
2014-15,410,school_district,410427,Johnson Street Global Studies,Johnson Street Global Studies,1601 Johnson Street,,High Point,NC,27262,06/30/1993,KG:01:02:03:04:05:06:07:08,Regular School,Magnet,Modified
2014-15,410,school_district,410430,David D Jones Elementary,David D. Jones Elementary School,502 South Street,,Greensboro,NC,27406,06/30/1993,P3:PK:KG:01:02:03:04:05,Regular School,Magnet,Modified
2014-15,410,school_district,410436,James Y Joyner Elementary,James Y. Joyner Elementary School,3300 Normandy Road,,Greensboro,NC,27408,06/30/1993,PK:KG:01:02:03:04:05,Regular School,,Traditional
2014-15,410,school_district,410437,Kernodle Middle,John R. Kernodle Jr. Middle School,3600 Drawbridge Parkway,,Greensboro,NC,27410,06/30/2000,06:07:08,Regular School,,Traditional
2014-15,410,school_district,410439,Kirkman Park Elementary,Kirkman Park Elementary School,1101 North Centennial Street,,High Point,NC,27262,06/30/1993,PK:KG:01:02:03:04:05,Regular School,Magnet,Traditional
2014-15,410,school_district,410442,Kiser Middle,Kiser Middle School,716 Benjamin Parkway,,Greensboro,NC,27408,06/30/1993,06:07:08,Regular School,,Traditional
2014-15,410,school_district,410448,Lincoln Academy,The Academy at Lincoln,1016 Lincoln Street,,Greensboro,NC,27401,07/02/2005,04:05:06:07:08,Regular School,Magnet,Traditional
2014-15,410,school_district,410451,John Van Lindley Elementary,John Van Lindley Elementary School,2700 Camden Road,,Greensboro,NC,27403,06/30/1993,P2:PK:KG:01:02:03:04:05,Regular School,,Traditional
2014-15,410,school_district,410454,Madison Elementary,Madison Elementary School,3600 Hines Chapel Road,,McLeansville,NC,27301,06/30/1993,KG:01:02:03:04:05,Regular School,,Traditional
2014-15,410,school_district,410457,Herbin Metz Education Center,Sarah Walden Herbin-Dale J. Metz Education Center,400 O' Ferrell Street,,Greensboro,NC,27405,06/30/1993,P0:P1:P2:P3:PK:KG:01:02:03:04:05:06:07:08,Exceptional Children,,Traditional
2014-15,410,school_district,410458,C Joyner Greene Education Center,Christine Joyner Greene Education Center,604 East Main Street,,Jamestown,NC,27282,07/01/2013,08:09:10:11:12,Exceptional Children,,Traditional
2014-15,410,school_district,410460,Eastern Guilford Middle,Eastern Guilford Middle School,435 Peeden Drive,,Gibsonville,NC,27249,06/30/1993,06:07:08,Regular School,,Traditional
2014-15,410,school_district,410461,McLeansville Elementary,McLeansville Elementary School,5315 Frieden Church Rd,,McLeansville,NC,27301,07/02/2005,PK:KG:01:02:03:04:05,Regular School,,Traditional
2014-15,410,school_district,410462,Ronald E. McNair Elementary,Ronald E. McNair Elementary School,4603 Yanceyville Road,,Browns Summit,NC,27214,07/01/2012,KG:01:02:03:04:05,Regular School,,Traditional
2014-15,410,school_district,410463,Mendenhall Middle,Mendenhall Middle School,205 Willoughby Boulevard,,Greensboro,NC,27408,06/30/1993,06:07:08,Regular School,,Traditional
2014-15,410,school_district,410464,Haynes Inman Education Center,Meredith Leigh Haynes - Bennie Lee Inman Education Center,200 Haynes Road,,Jamestown,NC,27282,07/01/2010,P0:P1:P2:PK:KG:01:02:03:04:05:06:07:08:09:10:11:12,Exceptional Children,,Traditional
2014-15,410,school_district,410466,Millis Road Elementary,Millis Road Elementary School,4310 Millis Road,,Jamestown,NC,27282,06/30/1993,PK:KG:01:02:03:04:05,Regular School,,Traditional
2014-15,410,school_district,410469,Montlieu Academy of Technology,Montlieu Elementary Academy of Technology,1105 Montlieu Avenue,,High Point,NC,27262,06/30/1993,PK:KG:01:02:03:04:05,Regular School,Magnet,Traditional
2014-15,410,school_district,410472,Morehead Elementary,Morehead Elementary School,4630 Tower Road,,Greensboro,NC,27410,06/30/1993,KG:01:02:03:04:05,Regular School,Magnet,Traditional
2014-15,410,school_district,410478,Murphey Traditional Academy,Murphey Traditional Academy,2306 Ontario Street,,Greensboro,NC,27403,06/30/1993,P3:KG:01:02:03:04:05,Regular School,Magnet,Traditional
2014-15,410,school_district,410481,Nathanael Greene Elementary,Nathanael Greene Elementary School,2717 NC Highway 62 East,,Liberty,NC,27298,06/30/1993,KG:01:02:03:04:05,Regular School,,Traditional
2014-15,410,school_district,410483,Middle College High @ NC A&T,Early/Middle College at NC A&T University,1601 East Market Street,,Greensboro,NC,27411,06/30/2003,09:10:11:12,Regular School,Cooperative Innovative High School,Traditional
2014-15,410,school_district,410484,Northeast Guilford High,Northeast Guilford High School,6700 McLeansville Road,,McLeansville,NC,27301,06/28/1993,09:10:11:12,Regular School,,Traditional
2014-15,410,school_district,410486,Northern Guilford Elementary,Northern Guilford Elementary School,3801 NC Highway 150 East,,Greensboro,NC,27455,07/02/2007,KG:01:02:03:04:05,Regular School,,Traditional
