school_year,lea_code,school_type,school_code,school_name,official_school_name,address_line1,address_line2,city,state,zip_code_5,opening_effective_date,grade_level_current,school_type_description,school_program_type_description,school_calendar_description
2013-14,111,school_district,111312,Claxton Elementary,Claxton Elementary,241 Merrimon Avenue,,Asheville,NC,28801,06/30/1990,KG:01:02:03:04:05,Regular School,Magnet,Traditional
2013-14,111,school_district,111332,Ira B Jones Elementary,Ira B Jones Elementary,544 Kimberly Avenue,,Asheville,NC,28804,06/30/1990,PK:KG:01:02:03:04:05,Regular School,Magnet,Traditional
2013-14,111,school_district,111356,Asheville Middle,Asheville Middle,211 S French Broad Avenue,,Asheville,NC,28801,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,111,school_district,111360,Vance Elementary,Vance Elementary,98 Sulphur Springs Road,,Asheville,NC,28806,06/30/1990,KG:01:02:03:04:05,Regular School,Magnet,Traditional
2013-14,111,school_district,111700,School of Inquiry and Life Sciences,School of Inquiry and Life Sciences at Asheville,419 McDowell Street,,Asheville,NC,28803,07/02/2005,09:10:11:12,Regular School,Cooperative Innovative High School,Traditional
2013-14,120,school_district,120304,Chesterfield Elementary,Chesterfield Elementary,2142 Pax Hill Road,,Morganton,NC,28655,06/30/1990,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,120,school_district,120308,Hallyburton Academy,Hallyburton Academy,205 South Main Street,,Drexel,NC,28619,06/30/1994,06:07:08:09:10:11:12,Alternative Education,,Traditional
2013-14,120,school_district,120310,Burke Middle College,Burke Middle College High School,1001 Burkemont Ave,,Morganton,NC,28655,07/02/2006,11:12,Regular School,Cooperative Innovative High School,Year Round
2013-14,120,school_district,120312,Drexel Elementary,Drexel Elementary,100 Alta Vista Street,,Morganton,NC,28655,07/01/2004,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,120,school_district,120314,East Burke High,East Burke High,3695 East Burke Boulevard,,Connelly Springs,NC,28612,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,120,school_district,120315,East Burke Middle,East Burke Middle,3519 Miller Bridge Road,,Connelly Springs,NC,28612,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,120,school_district,120316,Forest Hill Elementary,Forest Hill Elementary,304 Ann Street,,Morganton,NC,28655,06/30/1990,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,120,school_district,120318,Freedom High,Freedom High,511 Independence Boulevard,,Morganton,NC,28655,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,120,school_district,120320,George Hildebrand Elementary,George Hildebrand Elementary,8078 G Hildebrand Sch Road,,Connelly Springs,NC,28612,06/30/1990,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,120,school_district,120324,Glen Alpine Elementary,Glen Alpine Elementary,302 London Street,,Morganton,NC,28655,06/30/1990,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,120,school_district,120334,Heritage Middle,Heritage Middle,1951 Enon Road,,Valdese,NC,28690,06/30/1992,06:07:08,Regular School,,Traditional
2013-14,120,school_district,120338,Hildebran Elementary,Hildebran Elementary,703 US Hwy 70 West,,Hildebran,NC,28637,06/30/1990,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,120,school_district,120340,Mountain Crest Elementary,Mountain Crest Elementary,201 Tennessee Street,,Morganton,NC,28655,06/30/1990,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,120,school_district,120344,Icard Elementary,Icard Elementary,3087 Icard School Road,,Connelly Springs,NC,28612,06/30/1990,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,120,school_district,120346,Jimmy C Draughn High School,Jimmy C Draughn High School,709 Lovelady Road NE,,Valdese,NC,28690,07/01/2008,09:10:11:12,Regular School,,Traditional
2013-14,120,school_district,120350,Liberty Middle,Liberty Middle,529 Enola Road,,Morganton,NC,28655,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,120,school_district,120352,North Liberty,North Liberty,523 Enola Road,,Morganton,NC,28655,06/30/1994,P0:P1:P2:P3:PK:KG:01:02:03:04:05:06:07:08:09:10:11:12,Exceptional Children,,Traditional
2013-14,120,school_district,120360,Mull Elementary,Mull Elementary,1140 Old NC 18 South,,Morganton,NC,28655,06/30/1990,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,120,school_district,120364,Oak Hill Elementary,Oak Hill Elementary,2363 NC 181,,Morganton,NC,28655,06/30/1990,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,120,school_district,120368,Ray Childers Elementary,Ray Childers Elementary,1183 Cape Hickory Road,,Hickory,NC,28601,06/30/1999,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,120,school_district,120370,Robert L. Patton High School,Robert L. Patton High School,701 Enola Road,,Morganton,NC,28655,07/02/2007,09:10:11:12,Regular School,,Traditional
2013-14,120,school_district,120372,Rutherford College Elem,Rutherford College Elem,170 Honeycutt Drive,,Rutherford College,NC,28671,06/30/1990,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,120,school_district,120374,Salem Elementary,Salem Elementary,1329 Salem Road,,Morganton,NC,28655,06/30/1990,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,120,school_district,120376,Table Rock Middle,Table Rock Middle,1585 NC 126,,Morganton,NC,28655,06/30/1992,06:07:08,Regular School,,Traditional
2013-14,120,school_district,120380,Valdese Elementary,Valdese Elementary,298 Praley Street,,Valdese,NC,28690,06/30/1990,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,120,school_district,120386,W A Young Elementary,W A Young Elementary,325 Conley Road,,Morganton,NC,28655,06/30/1999,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,120,school_district,120390,Walter R Johnson Middle,Walter R Johnson Middle,701 Lenoir Road,,Morganton,NC,28655,06/30/2003,06:07:08,Regular School,,Traditional
2013-14,130,school_district,130304,A T Allen Elementary,A T Allen Elementary,3939 Abilene Rd,,Concord,NC,28025,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2013-14,130,school_district,130307,Cox Mill High School,Cox Mill High School,1355 Cox Mill Rd,,Concord,NC,28027,07/01/2009,09:10:11:12,Regular School,,Traditional
2013-14,130,school_district,130308,Bethel Elementary,Bethel Elementary,2425 Midland Road,,Midland,NC,28107,07/01/1990,KG:01:02:03:04:05,Regular School,,Traditional
2013-14,130,school_district,130309,Beverly Hills Elementary,Beverly Hills Elementary,87 Palaside Drive NE,,Concord,NC,28025,07/01/1990,KG:01:02:03:04:05,Regular School,,Traditional
2013-14,130,school_district,130310,Central Cabarrus High,Central Cabarrus High,505 Hwy 49 S,,Concord,NC,28025,07/01/1990,09:10:11:12,Regular School,,Traditional
2013-14,130,school_district,130311,Coltrane-Webb Elementary,Coltrane-Webb Elementary,61 Spring St NW,,Concord,NC,28025,06/30/1990,KG:01:02:03:04:05,Regular School,Magnet,Traditional
2013-14,130,school_district,130312,Harrisburg Elementary,Harrisburg Elementary,3900 Stallings Road,,Harrisburg,NC,28075,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2013-14,130,school_district,130313,Concord Middle,Concord Middle,1500 Gold Rush Drive,,Concord,NC,28025,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,130,school_district,130314,Concord High,Concord High,481 Burrage Road NE,,Concord,NC,28025,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,130,school_district,130315,J N Fries Magnet School,J N Fries Magnet School,133 Stonecrest Circle SW,,Concord,NC,28027,06/30/1990,06:07:08,Regular School,Magnet,Traditional
2013-14,130,school_district,130316,Jay M Robinson High,Jay M Robinson High,300 Pitts School Road SW,,Concord,NC,28027,06/30/2001,09:10:11:12,Regular School,,Traditional
2013-14,130,school_district,130317,Cabarrus Co Opportunity School,Cabarrus Co Opportunity School,120 Marsh Avenue NW,,Concord,NC,28025,06/30/1997,06:07:08:09:10:11:12,Alternative Education,,Traditional
2013-14,130,school_district,130318,C C Griffin Middle,C C Griffin Middle,7650 Griffin's Gate Drive,,Concord,NC,28025,06/30/2002,06:07:08,Regular School,,Traditional
2013-14,130,school_district,130319,Cox Mill Elementary,Cox Mill Elementary,1450 Cox Mill Road,,Concord,NC,28027,06/30/2002,KG:01:02:03:04:05,Regular School,,Traditional
2013-14,130,school_district,130320,Harris Road Middle,Harris Road Middle,1251 Patriot Blvd,,Concord,NC,28027,06/30/2002,06:07:08,Regular School,,Traditional
2013-14,130,school_district,130321,Carl A Furr Elementary,Carl A Furr Elementary,2725 Clover Road,,Concord,NC,28027,07/02/2007,PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,130,school_district,130322,Mount Pleasant Elementary,Mount Pleasant Elementary,8555 North Drive,,Mount Pleasant,NC,28124,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2013-14,130,school_district,130323,Mount Pleasant Middle,Mount Pleasant Middle,8325 Hwy 49 N,,Mount Pleasant,NC,28124,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,130,school_district,130324,Mount Pleasant High,Mount Pleasant High,700 Walker Road,,Mount Pleasant,NC,28124,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,130,school_district,130325,Charles E Boger Elementary,Charles E Boger Elementary,5150 Dove Field Lane,,Kannapolis,NC,28081,07/02/2007,KG:01:02:03:04:05,Regular School,,Traditional
2013-14,130,school_district,130326,Northwest Cabarrus High,Northwest Cabarrus High,5130 NW Cabarrus Drive,,Concord,NC,28027,07/01/1990,09:10:11:12,Regular School,,Traditional
2013-14,130,school_district,130327,Northwest Cabarrus Middle,Northwest Cabarrus Middle,5140 NW Cabarrus Drive,,Concord,NC,28027,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,130,school_district,130328,Royal Oaks Elementary,Royal Oaks Elementary,608 Dakota Street,,Kannapolis,NC,28083,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2013-14,130,school_district,130329,Rocky River Elementary,Rocky River Elementary,5454 Rocky River Road,,Concord,NC,28025,06/30/1997,PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,130,school_district,130330,R Brown  McAllister Elementary,R Brown  McAllister Elementary,541 Sunnyside Drive SE,,Concord,NC,28025,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2013-14,130,school_district,130331,Pitts School Road Elementary,Pitts School Road Elementary,720 Pitts School Road SW,,Concord,NC,28027,07/02/2005,KG:01:02:03:04:05,Regular School,,Traditional
2013-14,130,school_district,130332,Hickory Ridge High,Hickory Ridge High,7321 Raging Ridge Road,,Harrisburg,NC,28075,07/02/2007,09:10:11:12,Regular School,,Traditional
2013-14,130,school_district,130333,Performance Learning Center,Performance Learning Center,133 Stonecrest Circle SW,,Concord,NC,28027,07/02/2007,06:07:08:09:10:11:12,Alternative Education,,Traditional
2013-14,130,school_district,130336,W R Odell Primary,W R Odell Primary School,1 Dragon Pride Dr,,Concord,NC,28027,07/01/1990,KG:01:02,Regular School,,Traditional
2013-14,130,school_district,130337,W R Odell Elementary,W. R. Odell Elementary School,1885 Odell School Rd,,Concord,NC,28027,07/01/2016,03:04:05,Regular School,,Traditional
2013-14,130,school_district,130338,Weddington Hills Elementary,Weddington Hills Elementary,4401 Weddington Road,,Concord,NC,28025,06/30/1996,KG:01:02:03:04:05,Regular School,,Traditional
2013-14,130,school_district,130340,Winecoff Elementary,Winecoff Elementary,375 Winecoff Sch Road,,Concord,NC,28027,06/30/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,130,school_district,130342,W M Irvin Elementary,W M Irvin Elementary,1400 Gold Rush Drive,,Concord,NC,28025,06/30/1999,PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,130,school_district,130344,Wolf Meadow Elementary,Wolf Meadow Elementary,150 Wolf Meadow Drive SW,,Concord,NC,28027,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2013-14,130,school_district,130345,Patriots Elementary,Patriots Elementary,1510 Holden Rd SW,,Concord,NC,28025,07/01/2010,KG:01:02:03:04:05,Regular School,Magnet,Traditional
2013-14,130,school_district,130346,Hickory Ridge Middle,Hickory Ridge Middle,7336 Raging Ridge Rd,,Harrisburg,NC,28075,07/01/2010,06:07:08,Regular School,,Traditional
2013-14,130,school_district,130349,Cabarrus Early College of Technology,Cabarrus Early College of Technology,670 Concord Parkway North,,Concord,NC,28027,07/01/2016,09,Regular School,Early College,Traditional
2013-14,130,school_district,130350,Cabarrus-Kannapolis Early Coll,Cabarrus-Kannapolis Early College,1531 Trinity Church Rd,,Concord,NC,28027,07/01/2009,09:10:11:12:13,Regular School,Early College,Traditional
2013-14,130,school_district,130355,Harold E. Winkler Middle,Harold E. Winkler Middle,4501 Weddington Rd NW,,Concord,NC,28027,07/01/2011,06:07:08,Regular School,,Traditional
2013-14,132,school_district,132304,A L Brown High,A. L. Brown High School,415 E 1st Street,,Kannapolis,NC,28083,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,132,school_district,132308,Forest Park Elementary,Forest Park Elementary,1333 Forest Park Drive,,Kannapolis,NC,28083,06/30/1990,KG:01:02:03:04,Regular School,,Traditional
2013-14,132,school_district,132312,Fred L Wilson Elementary,Fred L Wilson Elementary,1401 Pine Street,,Kannapolis,NC,28081,06/30/1990,P3:PK:KG:01:02:03:04,Regular School,,Traditional
2013-14,132,school_district,132328,Jackson Park Elementary,Jackson Park Elementary,1400 Jackson Street,,Kannapolis,NC,28083,06/30/1990,KG:01:02:03:04,Regular School,,Traditional
2013-14,132,school_district,132329,Kannapolis Intermediate,Kannapolis Intermediate,525 East C Street,,Kannapolis,NC,28083,07/02/2005,05:06,Regular School,,Traditional
2013-14,132,school_district,132330,Kannapolis Middle,Kannapolis Middle School,1445 Oakwood Avenue,,Kannapolis,NC,28081,06/30/1990,07:08,Regular School,,Traditional
2013-14,132,school_district,132332,Shady Brook Elementary,Shady Brook Elementary,903 Rogers Lake Road,,Kannapolis,NC,28081,06/30/1990,KG:01:02:03:04,Regular School,,Traditional
2013-14,132,school_district,132336,Woodrow Wilson Elementary,Woodrow Wilson Elementary,800 N Walnut Street,,Kannapolis,NC,28081,06/30/1990,P3:PK:KG:01:02:03:04,Regular School,,Traditional
2013-14,140,school_district,140304,Baton Elementary,Baton Elementary,1400 Baton School Road,,Granite Falls,NC,28630,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,140,school_district,140305,Caldwell Career Cen Mid. Coll.,Caldwell Career Center Middle College,2857 Hickory Boulevard,,Hudson,NC,28638,07/02/1999,09:10:11:12,Regular School,Cooperative Innovative High School,Traditional
2013-14,140,school_district,140306,Gateway School,Gateway School,1889 Dudley Shoals Road,,Granite Falls,NC,28630,06/30/1994,06:07:08:09:10:11:12,Alternative Education,,Traditional
2013-14,140,school_district,140307,Horizons Elementary,Horizons Elementary,332 Greenhaven Dr. NW,,Lenoir,NC,28645,06/30/2001,KG:01:02:03:04:05,Alternative Education,,Traditional
2013-14,140,school_district,140308,Collettsville School,Collettsville Elementary School,4690 Collettsville School Rd,,Collettsville,NC,28611,06/30/1990,KG:01:02:03:04:05:06:07:08,Regular School,Early College,Traditional
2013-14,140,school_district,140309,Caldwell Early College,Caldwell Early College High School,2859 Hickory Blvd SW,,Hudson,NC,28638,07/02/2006,09:10:11:12:13,Regular School,Early College,Traditional
2013-14,140,school_district,140312,Davenport A+ School,Davenport A+ School,901 College Avenue SW,,Lenoir,NC,28645,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,140,school_district,140316,Dudley Shoals Elementary,Dudley Shoals Elementary,1500 Dudley Shoals Road,,Granite Falls,NC,28630,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,140,school_district,140324,Gamewell Elementary,Gamewell Elementary,2904 Morganton Boulevard,,Lenoir,NC,28645,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,140,school_district,140332,Gamewell Middle,Gamewell Middle,3210 Gamewell School Road,,Lenoir,NC,28645,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,140,school_district,140336,Granite Falls Middle,Granite Falls Middle,90 N Main Street,,Granite Falls,NC,28630,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,140,school_district,140340,Granite Falls Elementary,Granite Falls Elementary,60 N Highland Avenue,,Granite Falls,NC,28630,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2013-14,140,school_district,140344,Happy Valley Elementary,Happy Valley Elementary,1350 Yadkin River Road,,Lenoir,NC,28645,06/30/1990,KG:01:02:03:04:05:06:07:08,Regular School,,Traditional
2013-14,140,school_district,140348,Hibriten High,Hibriten High,1350 Panther Trail SE,,Lenoir,NC,28645,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,140,school_district,140352,Hudson Elementary,Hudson Elementary,200 Roy Coffey Drive,,Hudson,NC,28638,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,140,school_district,140356,Hudson Middle,Hudson Middle,291 Pine Mountain Road,,Hudson,NC,28638,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,140,school_district,140360,Kings Creek Elementary,Kings Creek Elementary,3680 Wilkesboro Boulevard,,Lenoir,NC,28645,06/30/1990,P3:PK:KG:01:02:03:04:05:06:07:08,Regular School,,Traditional
2013-14,140,school_district,140368,William Lenoir Middle,William Lenoir Middle,1366 Wildcat Trail,,Lenoir,NC,28645,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,140,school_district,140372,Lower Creek Elementary,Lower Creek Elementary,630 Lower Creek Drive NE,,Lenoir,NC,28645,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2013-14,140,school_district,140376,Oak Hill Elementary,Oak Hill Elementary,4603 Oak Hill School Road,,Lenoir,NC,28645,06/30/1990,KG:01:02:03:04:05:06:07:08,Regular School,,Traditional
2013-14,140,school_district,140384,Sawmills Elementary,Sawmills Elementary,4436 Sawmills School Road,,Granite Falls,NC,28630,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,140,school_district,140386,South Caldwell High,South Caldwell High,7035 Spartan Drive,,Hudson,NC,28638,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,140,school_district,140388,Valmead Elementary,Valmead Elementary,111 Elizabeth Drive NW,,Lenoir,NC,28645,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,140,school_district,140390,West Caldwell High,West Caldwell High,300 W Caldwell Drive,,Lenoir,NC,28645,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,140,school_district,140392,West Lenoir Elementary,West Lenoir Elementary,125 Maple Drive NW,,Lenoir,NC,28645,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2013-14,140,school_district,140396,Whitnel Elementary,Whitnel Elementary,1425 Berkley Street SW,,Lenoir,NC,28645,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,150,school_district,150304,Camden County High,Camden County High School,103 US 158 W,,Camden,NC,27921,06/30/1990,09:10:11:12,Regular School,Cooperative Innovative High School,Traditional
2013-14,150,school_district,150308,Grandy Primary,Grandy Primary,175 NC Hwy 343 North,,Camden,NC,27921,06/30/1990,P0:P1:P2:P3:PK:KG:01:02:03,Regular School,,Traditional
2013-14,150,school_district,150310,Camden Intermediate,Camden Intermediate School,123 Noblitt Drive,,Camden,NC,27921,01/03/2008,04:05:06,Regular School,,Traditional
2013-14,150,school_district,150312,Camden Middle,Camden Middle,248 Scotland Road,,Camden,NC,27921,06/30/1990,07:08,Regular School,,Traditional
2013-14,150,school_district,150350,Camden Early College High,Camden Early College High School ,103-A US Highway 158 West,,Camden,NC,27921,07/01/2016,09:10:11:12,Regular School,Cooperative Innovative High School,Modified
2013-14,160,school_district,160304,Atlantic Elementary,Atlantic Elementary School,151 School Drive,,Atlantic,NC,28511,06/30/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,160,school_district,160306,Bogue Sound Elementary,Bogue Sound Elementary School,3323 Highway 24,,Newport,NC,28570,06/30/1998,PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,160,school_district,160308,Beaufort Elementary,Beaufort Elementary School,110 Carraway Drive,,Beaufort,NC,28516,06/30/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,160,school_district,160309,Bridges School,Bridges School,140 Vashti Dr,,Morehead City,NC,28557,07/01/2013,KG:01:02:03:04:05:06:07:08:09:10:11:12,Alternative Education,,Traditional
2013-14,160,school_district,160310,Beaufort Middle,Beaufort Middle School,100 Carraway Drive,,Beaufort,NC,28516,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,160,school_district,160311,Broad Creek Middle,Broad Creek Middle School,2382 Hwy 24,,Newport,NC,28570,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,160,school_district,160313,East Carteret High,East Carteret High School,3263 Hwy 70 E,,Beaufort,NC,28516,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,160,school_district,160314,Croatan High,Croatan High School,1 Cougar Lane,,Newport,NC,28570,06/30/1998,09:10:11:12,Regular School,,Traditional
2013-14,160,school_district,160316,Harkers Island Elementary,Harkers Island Elementary School,1163 Island Road,,Harkers Island,NC,28531,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2013-14,160,school_district,160317,Morehead Elem at Camp Glenn,Morehead City Elementary School at Camp Glenn,3316 Arendell Street,,Morehead City,NC,28557,06/30/1994,04:05,Regular School,,Traditional
2013-14,160,school_district,160318,Morehead City Middle,Morehead City Middle School,400 Barbour Road,,Morehead City,NC,28557,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,160,school_district,160322,Morehead City Primary,Morehead City Primary School,4409 Country Club Road,,Morehead City,NC,28557,06/30/1994,PK:KG:01:02:03,Regular School,,Traditional
2013-14,160,school_district,160324,Newport Elementary,Newport Elementary School,219 Chatham Street,,Newport,NC,28570,06/30/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,160,school_district,160326,Newport Middle,Newport Middle School,500 E Chatham Street,,Newport,NC,28570,06/30/2001,06:07:08,Regular School,,Traditional
2013-14,160,school_district,160332,Down East Middle and Smyrna Elementary,Down East Middle School and Smyrna Elementary School,174 Marshallberg Road,,Smyrna,NC,28579,06/30/1990,PK:KG:01:02:03:04:05:06:07:08,Regular School,,Traditional
2013-14,160,school_district,160344,West Carteret High,West Carteret High School,4700 Country Club Road,,Morehead City,NC,28557,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,160,school_district,160352,White Oak Elementary,White Oak Elementary School,555 WB McLean Drive,,Cape Carteret,NC,28584,06/30/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,170,school_district,170316,Bartlett Yancey High,Bartlett Yancey High School,466 Main Street E,,Yanceyville,NC,27379,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,170,school_district,170334,North Elementary,North Elementary School,10390 NC Hwy 86 N,,Providence,NC,27315,06/30/1992,PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,170,school_district,170338,N L Dillard Middle,N L Dillard Middle School,255 Hatchett Road,,Yanceyville,NC,27379,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,170,school_district,170339,Oakwood Elementary,Oakwood Elementary School,274 Oakwood Drive,,Yanceyville,NC,27379,06/30/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,170,school_district,170342,South Elementary,South Elementary School,8925 NC Hwy 86 S,,Mebane,NC,27302,06/30/1992,PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,170,school_district,170344,Stoney Creek Elementary,Stoney Creek Elementary School,1803 Stoney Creek School Road,,Reidsville,NC,27320,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2013-14,180,school_district,180302,Harry M Arndt Middle,Harry M Arndt Middle,3350 34th Street Drive NE,,Hickory,NC,28601,06/30/1990,07:08,Regular School,,Traditional
2013-14,180,school_district,180304,Balls Creek Elementary,Balls Creek Elementary,2620 Balls Creek Road,,Newton,NC,28658,06/30/1990,PK:KG:01:02:03:04:05:06,Regular School,,Traditional
2013-14,180,school_district,180308,Bandys High,Bandys High,5040 E Bandys Road,,Catawba,NC,28609,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,180,school_district,180312,Banoak Elementary,Banoak Elementary,7651 W NC 10 Hwy,,Vale,NC,28168,06/30/1990,KG:01:02:03:04:05:06,Regular School,,Traditional
2013-14,180,school_district,180316,Blackburn Elementary,Blackburn Elementary,4377 W NC 10 Hwy,,Newton,NC,28658,06/30/1990,KG:01:02:03:04:05:06,Regular School,,Traditional
2013-14,180,school_district,180320,Bunker Hill High,Bunker Hill High,4675 Oxford School Road,,Claremont,NC,28610,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,180,school_district,180323,Catawba Rosenwald Education Center,Catawba Rosenwald Education Center,403 6th Ave SW,,Catawba,NC,28609,07/02/2007,KG:01:02:03:04:05:06:07:08:09:10:11:12,Exceptional Children,,Traditional
2013-14,180,school_district,180324,Catawba Elementary School,Catawba Elementary School,5415 Hudson Chapel Road,,Catawba,NC,28609,06/30/1990,PK:KG:01:02:03:04:05:06,Regular School,,Traditional
2013-14,180,school_district,180325,Challenger Early College High,Challenger Early College High School,2550 Hwy 70 SE,,Hickory,NC,28602,07/02/2005,09:10:11:12:13,Regular School,Early College,Traditional
2013-14,180,school_district,180326,Charles H Tuttle Elementary,Charles H Tuttle Elementary,2872 Water Plant Road,,Maiden,NC,28650,06/30/1990,KG:01:02:03:04:05:06,Regular School,,Traditional
2013-14,180,school_district,180332,Claremont Elementary,Claremont Elementary,3384 E Main Street,,Claremont,NC,28610,06/30/1990,PK:KG:01:02:03:04:05:06,Regular School,,Traditional
2013-14,180,school_district,180336,Clyde Campbell Elementary,Clyde Campbell Elementary,2121 35th Avenue Drive NE,,Hickory,NC,28601,06/30/1990,KG:01:02:03:04:05:06,Regular School,,Traditional
2013-14,180,school_district,180340,Fred T Foard High,Fred T Foard High,3407 Plateau Road,,Newton,NC,28658,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,180,school_district,180342,Jacobs Fork Middle,Jacobs Fork Middle,3431 Plateau Road,,Newton,NC,28658,06/30/1995,07:08,Regular School,,Traditional
2013-14,180,school_district,180343,Lyle Creek Elementary,Lyle Creek Elementary,1845 Edgewater Drive NW,,Conover,NC,28613,06/30/2001,KG:01:02:03:04:05:06,Regular School,,Traditional
2013-14,180,school_district,180344,Maiden Elementary,Maiden Elementary,201 N Main Avenue,,Maiden,NC,28650,06/30/1990,KG:01:02:03:04:05:06,Regular School,,Traditional
2013-14,180,school_district,180346,Maiden Middle School,Maiden Middle School,518 North C Avenue,,Maiden,NC,28650,07/02/2006,07:08,Regular School,,Traditional
2013-14,180,school_district,180348,Maiden High,Maiden High,600 West Main Street,,Maiden,NC,28650,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,180,school_district,180352,Mill Creek Middle,Mill Creek Middle,1041 Shiloh Road,,Claremont,NC,28610,06/30/1999,07:08,Regular School,,Traditional
2013-14,180,school_district,180356,Mountain View Elementary,Mountain View Elementary,5911 Dwayne Starnes Road,,Hickory,NC,28602,06/30/1990,PK:KG:01:02:03:04:05:06,Regular School,,Traditional
2013-14,180,school_district,180360,Oxford Elementary,Oxford Elementary,5915 Oxford School Road,,Claremont,NC,28610,06/30/1990,PK:KG:01:02:03:04:05:06,Regular School,,Traditional
