school_year,school_code,school_name,total_resident_children,number_low_income_students,percent_low_income_students,served_1st_year,is_title_I
2014-15,290365,South Davidson High,338.0,173.0,51.18,,True
2014-15,290366,Southwood Elementary,621.0,430.0,69.24,2006-07,True
2014-15,290367,South Davidson Middle,379.0,232.0,61.21,2014-15,True
2014-15,290375,Tyro Elementary,394.0,242.0,61.42,2006-07,True
2014-15,290376,Tyro Middle,668.0,341.0,51.05,,True
2014-15,290380,Wallburg Elementary,859.0,303.0,35.27,,True
2014-15,290384,Welcome Elementary,591.0,310.0,52.45,2006-07,True
2014-15,290388,West Davidson High,615.0,272.0,44.23,,True
2014-15,290389,Yadkin Valley Regional Career Academy,98.0,54.0,55.1,,True
2014-15,291308,Charles England Elementary School,611.0,519.0,84.94,2005-06,True
2014-15,291332,Lexington Middle School,672.0,586.0,87.2,2002-03,True
2014-15,291336,Lexington Senior High,735.0,574.0,78.1,,True
2014-15,291340,Pickett Elementary School,359.0,335.0,93.31,2006-07,True
2014-15,291348,South Lexington School,428.0,393.0,91.82,2006-07,True
2014-15,291350,South Lexington Development Center,31.0,18.0,58.06,,True
2014-15,291352,Southwest Elementary School,349.0,318.0,91.12,2006-07,True
2014-15,292316,Liberty Drive Elementary,342.0,314.0,91.81,2004-05,True
2014-15,292318,Thomasville Primary,811.0,764.0,94.2,2004-05,True
2014-15,292320,Thomasville Middle,565.0,506.0,89.56,,True
2014-15,292324,Thomasville High,687.0,567.0,82.53,,True
2014-15,300306,Central Davie Academy,19.0,17.0,89.47,,True
2014-15,300308,Cooleemee Elementary,468.0,382.0,81.62,2006-07,True
2014-15,300310,Cornatzer Elementary,391.0,256.0,65.47,2006-07,True
2014-15,300312,Davie County High,1437.0,614.0,42.73,,True
2014-15,300314,Davie County Early College High,136.0,60.0,44.12,,True
2014-15,300320,Mocksville Elementary,566.0,342.0,60.42,2006-07,True
2014-15,300325,North Davie Middle,470.0,201.0,42.77,,True
2014-15,300326,Pinebrook Elementary,516.0,210.0,40.7,2011-12,True
2014-15,300328,Shady Grove Elementary,558.0,111.0,19.89,,True
2014-15,300330,South Davie Middle,543.0,326.0,60.04,,True
2014-15,300336,William R Davie Elementary,407.0,239.0,58.72,2006-07,True
2014-15,300337,William Ellis Middle,536.0,162.0,30.22,,True
2014-15,310304,B F Grady Elementary,929.0,789.0,84.93,2005-06,True
2014-15,310308,Beulaville Elementary,962.0,621.0,64.55,2002-03,True
2014-15,310324,Charity Middle,543.0,410.0,75.51,2006-07,True
2014-15,310330,Chinquapin Elementary,593.0,365.0,61.55,2006-07,True
2014-15,310336,Warsaw Elementary,557.0,518.0,93.0,2004-05,True
2014-15,310338,Duplin Early College High,171.0,122.0,71.35,,True
2014-15,310340,E E Smith Middle,424.0,321.0,75.71,2005-06,True
2014-15,310344,East Duplin High,937.0,535.0,57.1,,True
2014-15,310352,James Kenan High,672.0,491.0,73.07,,True
2014-15,310356,Kenansville Elementary,388.0,309.0,79.64,2006-07,True
2014-15,310360,North Duplin Elementary,639.0,491.0,76.84,2004-05,True
2014-15,310364,North Duplin Jr Sr High,512.0,306.0,59.77,,True
2014-15,310384,Rose Hill-Magnolia Elementary,766.0,726.0,94.78,2004-05,True
2014-15,310388,Wallace Elementary,785.0,611.0,77.83,2006-07,True
2014-15,310392,Wallace-Rose Hill High,591.0,376.0,63.62,,True
2014-15,310396,Warsaw Middle,223.0,201.0,90.13,2005-06,True
2014-15,320304,Bethesda Elementary,695.0,563.0,81.01,2002-03,True
2014-15,320306,Brogden Middle,680.0,498.0,73.24,,True
2014-15,320308,Burton Elementary,378.0,329.0,87.04,2002-03,True
2014-15,320309,J D Clement Early College HS,336.0,196.0,58.33,,True
2014-15,320310,Eastway Elementary,619.0,619.0,100.0,2001-02,True
2014-15,320312,C E Jordan High,1774.0,708.0,39.91,,True
2014-15,320313,Easley Elementary,590.0,157.0,26.61,,True
2014-15,320314,The School for Creative Studies,261.0,138.0,52.87,2010-11,True
2014-15,320315,Eno Valley Elementary,636.0,530.0,83.33,2005-06,True
2014-15,320316,George L Carrington Middle,1156.0,720.0,62.28,,True
2014-15,320317,City of Medicine Academy,330.0,186.0,56.36,,True
2014-15,320318,Club Boulevard Elementary,519.0,313.0,60.31,2005-06,True
2014-15,320319,Creekside Elementary,873.0,387.0,44.33,2009-10,True
2014-15,320320,Glenn Elementary,671.0,622.0,92.7,2002-03,True
2014-15,320322,Durham's Performance Learning Center,217.0,145.0,66.82,,True
2014-15,320323,Durham School of the Arts,1567.0,607.0,38.74,,True
2014-15,320324,Hillandale Elementary,698.0,400.0,57.31,2005-06,True
2014-15,320325,Hillside High,1227.0,802.0,65.36,,True
2014-15,320327,Hope Valley Elementary,652.0,413.0,63.34,2005-06,True
2014-15,320328,Holt Elementary,588.0,519.0,88.27,2004-05,True
2014-15,320329,Holton Career and Resource Center,0.0,0.0,0.0,,True
2014-15,320332,Forest View Elementary,692.0,420.0,60.69,2004-05,True
2014-15,320336,DPS Hospital School,58.0,19.0,32.76,,True
2014-15,320338,James E Shepard Middle,526.0,382.0,72.62,,True
2014-15,320339,Lakewood Elementary,460.0,460.0,100.0,2006-07,True
2014-15,320340,Little River Elementary,397.0,153.0,38.54,,True
2014-15,320341,Lakeview School,139.0,139.0,100.0,,True
2014-15,320342,Lakewood Montessori Middle,289.0,140.0,48.44,,True
2014-15,320343,Lucas Middle,620.0,396.0,63.87,,True
2014-15,320344,Fayetteville Street Elementary,246.0,246.0,100.0,2005-06,True
2014-15,320346,Lowe's Grove Middle,697.0,545.0,78.19,2010-11,True
2014-15,320347,George Watts Elementary,340.0,163.0,47.94,2004-05,True
2014-15,320348,Mangum Elementary,370.0,98.0,26.49,,True
2014-15,320352,Merrick-Moore Elementary,708.0,634.0,89.55,2002-03,True
2014-15,320353,Middle College HS @ DTCC,31.0,16.0,51.61,,True
2014-15,320354,Morehead Montessori,212.0,85.0,40.09,,True
2014-15,320355,Neal Middle,891.0,746.0,83.73,2010-11,True
2014-15,320356,Northern High,1403.0,826.0,58.87,,True
2014-15,320360,Oak Grove Elementary,580.0,443.0,76.38,2004-05,True
2014-15,320362,Parkwood Elementary,562.0,401.0,71.35,2005-06,True
2014-15,320363,E K Powe Elementary,396.0,255.0,64.39,2002-03,True
2014-15,320364,Pearsontown Elementary,823.0,255.0,30.98,,True
2014-15,320365,Riverside High,1810.0,944.0,52.15,,True
2014-15,320366,Sherwood Githens Middle,1008.0,694.0,68.85,,True
2014-15,320367,R N Harris Elementary,363.0,323.0,88.98,2006-07,True
2014-15,320368,Southern School of Energy and Sustainabi,953.0,700.0,73.45,,True
2014-15,320369,Sandy Ridge Elementary,594.0,345.0,58.08,2012-13,True
2014-15,320370,Rogers-Herr Middle,632.0,283.0,44.78,,True
2014-15,320372,Southwest Elementary,635.0,401.0,63.15,2006-07,True
2014-15,320374,C C Spaulding Elementary,270.0,270.0,100.0,2006-07,True
2014-15,320376,Spring Valley Elementary,597.0,386.0,64.66,2009-10,True
2014-15,320388,W G Pearson Elementary,555.0,489.0,88.11,2005-06,True
2014-15,320400,Y E Smith Elementary,400.0,400.0,100.0,2004-05,True
2014-15,320701,Hillside New Tech High,321.0,178.0,55.45,,True
2014-15,32A000,Maureen Joy Charter School,472.0,415.0,87.92,2011-12,True
2014-15,32B000,Healthy Start Academy,333.0,325.0,97.6,2001-02,True
2014-15,32C000,Carter Community Charter,285.0,231.0,81.05,2001-02,True
2014-15,32D000,Kestrel Heights School,984.0,91.0,9.25,2014-15,True
2014-15,32H000,Research Triangle Charter,678.0,415.0,61.21,2006-07,True
2014-15,32K000,Central Park School For Child,366.0,50.0,13.66,,True
2014-15,32L000,Voyager Academy,1346.0,131.0,9.73,2012-13,True
2014-15,32M000,Global Scholars Academy,167.0,167.0,100.0,2011-12,True
2014-15,32N000,Research Triangle High,350.0,70.0,20.0,,True
2014-15,32P000,The Institute Development Young Leaders,138.0,100.0,72.46,,True
2014-15,32Q000,Reaching All Minds Academy,124.0,116.0,93.55,2014-15,True
2014-15,330304,G W Bulluck Elementary,711.0,410.0,57.67,2006-07,True
2014-15,330308,G W Carver Elementary,770.0,397.0,51.56,2006-07,True
2014-15,330312,Coker-Wimberly Elementary,379.0,241.0,63.59,2006-07,True
2014-15,330326,Edgecombe Early College High,151.0,29.0,19.21,,True
2014-15,330328,North Edgecombe High,260.0,158.0,60.77,2013-14,True
2014-15,330332,Phillips Middle,169.0,96.0,56.8,2001-02,True
2014-15,330334,Princeville Elementary,223.0,168.0,75.34,2006-07,True
2014-15,330340,South Edgecombe Middle,357.0,178.0,49.86,,True
2014-15,330344,W A Pattillo Middle,421.0,282.0,66.98,2014-15,True
2014-15,330348,West Edgecombe Middle,378.0,219.0,57.94,2012-13,True
2014-15,330350,SouthWest Edgecombe High,821.0,395.0,48.11,,True
2014-15,330354,Stocks Elementary,530.0,429.0,80.94,2006-07,True
2014-15,330358,Tarboro High,603.0,299.0,49.59,,True
2014-15,330360,Martin Millennium Academy,386.0,225.0,58.29,2014-15,True
2014-15,33A000,North East Carolina Prep,908.0,787.0,86.67,2012-13,True
2014-15,340308,Ashley Elementary,506.0,462.0,91.3,2005-06,True
2014-15,340311,Atkins Academic & Tech High,451.0,182.0,40.35,,True
2014-15,340314,Bolton Elementary,493.0,436.0,88.44,2005-06,True
2014-15,340320,Brunson Elementary,617.0,331.0,53.65,2014-15,True
2014-15,340326,Caleb's Creek Elementary,838.0,283.0,33.77,,True
2014-15,340330,Carver High,521.0,454.0,87.14,2009-10,True
2014-15,340332,Career Center,0.0,0.0,0.0,,True
2014-15,340334,Cash Elementary,589.0,242.0,41.09,,True
2014-15,340336,Carter High School,81.0,46.0,56.79,,True
2014-15,340344,Childrens Center,57.0,27.0,47.37,,True
2014-15,340348,Clemmons Elementary,751.0,139.0,18.51,,True
2014-15,340350,Clemmons Middle School,925.0,450.0,48.65,,True
2014-15,340351,Cook Elementary,258.0,249.0,96.51,2004-05,True
2014-15,340354,The Downtown School,386.0,50.0,12.95,,True
2014-15,340362,Early College of Forsyth Co,0.0,0.0,0.0,,True
2014-15,340364,East Forsyth High,1667.0,599.0,35.93,,True
2014-15,340366,East Forsyth Middle School,769.0,558.0,72.56,2012-13,True
2014-15,340368,Easton Elementary School,530.0,519.0,97.92,2005-06,True
2014-15,340372,Flat Rock Middle,884.0,717.0,81.11,2012-13,True
2014-15,340376,Forest Park Elementary,590.0,581.0,98.47,2001-02,True
2014-15,340380,Gibson Elementary,772.0,709.0,91.84,2005-06,True
2014-15,340382,Robert B Glenn High School,1457.0,755.0,51.82,2014-15,True
2014-15,340384,Griffith Elementary,546.0,504.0,92.31,2004-05,True
2014-15,340385,Main Street Academy,127.0,117.0,92.13,2008-09,True
2014-15,340390,Hall-Woodward Elementary,723.0,709.0,98.06,2004-05,True
2014-15,340392,Hanes Middle School,976.0,384.0,39.34,,True
2014-15,340398,Homebound/ Hospital Education,0.0,0.0,0.0,,True
2014-15,340400,Ibraham Elementary,447.0,422.0,94.41,2005-06,True
2014-15,340403,Jefferson Elementary,562.0,167.0,29.72,,True
2014-15,340406,Thomas Jefferson Middle,1266.0,403.0,31.83,,True
2014-15,340416,Kernersville Elementary,874.0,671.0,76.77,2012-13,True
2014-15,340420,Kernersville Middle,838.0,329.0,39.26,,True
2014-15,340424,Kimberley Park Elementary,270.0,264.0,97.78,2006-07,True
2014-15,340426,Kimmel Farm Elementary,834.0,489.0,58.63,2014-15,True
2014-15,340427,Kingswood School,53.0,47.0,88.68,2011-12,True
2014-15,340428,Konnoak Elementary,711.0,672.0,94.51,2004-05,True
2014-15,340430,Diggs-Latham Elementary,466.0,447.0,95.92,2002-03,True
2014-15,340432,Lewisville Elementary,652.0,154.0,23.62,,True
2014-15,340436,Lowrance Middle,125.0,81.0,64.8,,True
2014-15,340440,Meadowlark Elementary,899.0,204.0,22.69,,True
2014-15,340442,Meadowlark Middle,1159.0,265.0,22.86,,True
2014-15,340446,Middle College of Forsyth Cnty,0.0,0.0,0.0,,True
2014-15,340447,Middle Fork Elementary,326.0,288.0,88.34,2005-06,True
2014-15,340448,Mineral Springs Elementary,634.0,620.0,97.79,2006-07,True
2014-15,340452,Mineral Springs Middle,419.0,392.0,93.56,2005-06,True
2014-15,340453,Moore Magnet Elementary,626.0,368.0,58.79,2014-15,True
2014-15,340454,Mount Tabor High School,1366.0,528.0,38.65,,True
2014-15,340457,Frank Morgan Elementary,823.0,289.0,35.12,,True
2014-15,340460,North Forsyth High,1040.0,741.0,71.25,2012-13,True
2014-15,340462,North Hills Elementary,464.0,461.0,99.35,2006-07,True
2014-15,340464,Northwest Middle,949.0,673.0,70.92,2012-13,True
2014-15,340472,Old Richmond Elementary,475.0,234.0,49.26,,True
2014-15,340476,Old Town Elementary,598.0,584.0,97.66,2004-05,True
2014-15,340480,Paisley IB Magnet School,816.0,467.0,57.23,2014-15,True
2014-15,340486,Parkland High,1123.0,869.0,77.38,2012-13,True
2014-15,340488,J F Kennedy High,328.0,293.0,89.33,2006-07,True
2014-15,340490,Petree Elementary,386.0,382.0,98.96,2010-11,True
2014-15,340492,Philo-Hill Magnet Academy,536.0,524.0,97.76,2003-04,True
2014-15,340494,Piney Grove Elementary,606.0,190.0,31.35,,True
2014-15,340495,Ronald W Reagan High School,1653.0,285.0,17.24,,True
2014-15,340496,R J Reynolds High,1522.0,709.0,46.58,,True
2014-15,340504,Rural Hall Elementary,655.0,336.0,51.3,2014-15,True
2014-15,340508,Sedge Garden Elementary,771.0,372.0,48.25,,True
2014-15,340512,Sherwood Forest Elementary,582.0,97.0,16.67,,True
2014-15,340514,Smith Farm Elementary,216.0,143.0,66.2,2014-15,True
2014-15,340516,Southeast Middle,1207.0,547.0,45.32,,True
2014-15,340520,South Fork Elementary,514.0,451.0,87.74,2006-07,True
2014-15,340528,Southwest Elementary,424.0,195.0,45.99,,True
2014-15,340530,Speas Elementary,423.0,377.0,89.13,2006-07,True
2014-15,340531,The Special Children's School,17.0,11.0,64.71,,True
2014-15,340532,Union Cross Traditional Acad,767.0,388.0,50.59,2014-15,True
2014-15,340536,Vienna Elementary,664.0,138.0,20.78,,True
2014-15,340540,Walkertown Elementary,823.0,634.0,77.04,2012-13,True
2014-15,340542,Walkertown High,593.0,306.0,51.6,2014-15,True
2014-15,340544,Walkertown Middle,743.0,478.0,64.33,2012-13,True
2014-15,340548,Ward Elementary,690.0,457.0,66.23,2013-14,True
2014-15,340556,West Forsyth High,1879.0,485.0,25.81,,True
2014-15,340560,Whitaker Elementary,628.0,96.0,15.29,,True
2014-15,340564,Wiley Middle,549.0,412.0,75.05,2009-10,True
2014-15,340568,Winston-Salem Preparatory Acad,420.0,374.0,89.05,2009-10,True
2014-15,34B000,Quality Education Academy,418.0,418.0,100.0,2006-07,True
2014-15,34D000,Carter G Woodson School,475.0,393.0,82.74,2006-07,True
2014-15,34F000,Forsyth Academy,710.0,506.0,71.27,2005-06,True
2014-15,34G000,The Arts Based School,511.0,90.0,17.61,2011-12,True
2014-15,34H000,The North Carolina Leadership Academy,532.0,54.0,10.15,,True
2014-15,350304,Bunn Elementary,684.0,349.0,51.02,2006-07,True
2014-15,350308,Bunn High,849.0,329.0,38.75,,True
2014-15,350310,Bunn Middle,721.0,304.0,42.16,,True
2014-15,350312,Cedar Creek Middle,582.0,175.0,30.07,,True
2014-15,350316,Edward Best Elementary,468.0,262.0,55.98,2006-07,True
2014-15,350317,Franklin County Early College,145.0,40.0,27.59,,True
2014-15,350318,Franklinton Elementary,470.0,327.0,69.57,2004-05,True
2014-15,350321,Franklinton High,953.0,288.0,30.22,,True
2014-15,350324,Franklinton Middle,312.0,172.0,55.13,2014-15,True
2014-15,350330,Laurel Mill Elementary,300.0,212.0,70.67,2006-07,True
2014-15,350331,Long Mill Elementary,554.0,227.0,40.97,2006-07,True
2014-15,350332,Louisburg Elementary,505.0,355.0,70.3,2004-05,True
2014-15,350336,Louisburg High,543.0,249.0,45.86,,True
2014-15,350338,Terrell Lane Middle,456.0,245.0,53.73,,True
2014-15,350339,Royal Elementary,627.0,335.0,53.43,2006-07,True
2014-15,350340,Youngsville Elementary,496.0,159.0,32.06,2006-07,True
2014-15,35A000,Crosscreek Charter School,186.0,40.0,21.51,2006-07,True
2014-15,360310,Ashbrook High,1228.0,645.0,52.52,,True
2014-15,360320,Belmont Central Elementary,694.0,202.0,29.11,,True
2014-15,360324,Belmont Middle,763.0,297.0,38.93,,True
2014-15,360332,Bessemer City Central Elem,338.0,254.0,75.15,2005-06,True
2014-15,360336,Bessemer City High,541.0,339.0,62.66,,True
2014-15,360337,Gaston Early College High School,121.0,54.0,44.63,,True
2014-15,360338,Bessemer City Primary,326.0,245.0,75.15,2005-06,True
2014-15,360339,W B Beam Intermediate School,227.0,122.0,53.74,,True
2014-15,360340,Brookside Elementary,555.0,400.0,72.07,2006-07,True
2014-15,360344,Carr Elementary,673.0,524.0,77.86,2006-07,True
2014-15,360348,Catawba Heights Elementary,342.0,209.0,61.11,2012-13,True
2014-15,360352,Chapel Grove Elementary,429.0,324.0,75.52,2009-10,True
2014-15,360360,Cherryville High,476.0,182.0,38.24,,True
2014-15,360364,Cherryville Elementary,425.0,270.0,63.53,2014-15,True
2014-15,360372,Warlick Academy,97.0,86.0,88.66,2013-14,True
2014-15,360376,Costner Elementary,581.0,290.0,49.91,,True
2014-15,360378,Stuart W Cramer High,531.0,221.0,41.62,,True
2014-15,360380,Cramerton Middle,872.0,245.0,28.1,,True
2014-15,360390,East Gaston High,1021.0,335.0,32.81,,True
2014-15,360392,Edward D Sadler Jr  Elementary School,495.0,470.0,94.95,2005-06,True
2014-15,360394,Webb Street School,124.0,56.0,45.16,,True
2014-15,360396,Forestview High,966.0,318.0,32.92,,True
2014-15,360400,Gardner Park Elementary,615.0,446.0,72.52,2010-11,True
2014-15,360408,W P Grier Middle School,686.0,537.0,78.28,2011-12,True
2014-15,360416,Hawks Nest Intermediate,150.0,59.0,39.33,,True
2014-15,360418,Highland Sch of Technology,502.0,116.0,23.11,,True
2014-15,360426,Holbrook Middle,758.0,517.0,68.21,,True
2014-15,360428,Hunter Huss High,892.0,594.0,66.59,,True
2014-15,360430,J B Page Primary School,353.0,106.0,30.03,,True
2014-15,360431,John Chavis Middle School,443.0,264.0,59.59,,True
2014-15,360432,Kiser Elementary,416.0,238.0,57.21,,True
2014-15,360436,Bessemer City Middle,543.0,414.0,76.24,2010-11,True
2014-15,360438,Lingerfeldt Elementary,450.0,416.0,92.44,2006-07,True
2014-15,360440,Lowell Elementary,563.0,337.0,59.86,,True
2014-15,360448,McAdenville Elementary,156.0,94.0,60.26,2010-11,True
2014-15,360456,Mount Holly Middle,764.0,369.0,48.3,,True
2014-15,360460,Forest Heights Elementary,366.0,322.0,87.98,2006-07,True
2014-15,360464,New Hope Elementary,497.0,141.0,28.37,,True
2014-15,360468,North Belmont Elementary,402.0,279.0,69.4,2009-10,True
2014-15,360470,North Gaston High,901.0,429.0,47.61,,True
2014-15,360478,Pinewood Elementary,547.0,266.0,48.63,,True
2014-15,360480,Pleasant Ridge Elementary,247.0,237.0,95.95,2005-06,True
2014-15,360482,Ida Rankin Elementary School,625.0,340.0,54.4,,True
2014-15,360484,Rhyne Elementary,447.0,398.0,89.04,2004-05,True
2014-15,360488,Robinson Elementary,387.0,178.0,45.99,,True
2014-15,360490,Sherwood Elementary,640.0,458.0,71.56,2009-10,True
2014-15,360492,H H Beam Elementary,573.0,515.0,89.88,2006-07,True
2014-15,360494,South Point High,956.0,200.0,20.92,,True
2014-15,360498,Southwest Middle,825.0,643.0,77.94,2010-11,True
2014-15,360499,Springfield Primary,438.0,279.0,63.7,2014-15,True
2014-15,360500,Stanley Middle,533.0,311.0,58.35,,True
2014-15,360504,Tryon Elementary,357.0,286.0,80.11,2006-07,True
2014-15,360510,W A Bess Elementary School,581.0,197.0,33.91,,True
2014-15,360514,W C Friday Middle School,690.0,432.0,62.61,,True
2014-15,360520,Woodhill Elementary,409.0,374.0,91.44,2011-12,True
2014-15,360526,York Chester Middle,395.0,361.0,91.39,2005-06,True
2014-15,36B000,Piedmont Community Charter School,1148.0,131.0,11.41,2010-11,True
2014-15,36C000,Mountain Island Charter,1173.0,250.0,21.31,,True
2014-15,370304,Buckland Elementary,227.0,120.0,52.86,2006-07,True
2014-15,370308,Central Middle School,433.0,218.0,50.35,,True
2014-15,370312,Gates County Senior High,526.0,233.0,44.3,,True
2014-15,370316,Gatesville Elementary,270.0,191.0,70.74,2005-06,True
2014-15,370324,T S Cooper Elementary,238.0,143.0,60.08,2005-06,True
2014-15,380306,Robbinsville Elementary,731.0,489.0,66.89,2006-07,True
2014-15,380308,Robbinsville High,389.0,213.0,54.76,,True
2014-15,380310,Robbinsville Middle,197.0,126.0,63.96,,True
2014-15,390309,Butner-Stem Middle,446.0,292.0,65.47,,True
2014-15,390311,Butner-Stem Elementary,427.0,324.0,75.88,2006-07,True
2014-15,390312,C. G. Credle Elementary,466.0,365.0,78.33,2006-07,True
2014-15,390314,Center For Innovative Learning,60.0,48.0,80.0,2013-14,True
2014-15,390316,Creedmoor Elementary,407.0,303.0,74.45,2006-07,True
2014-15,390320,G. C. Hawley Middle,638.0,273.0,42.79,,True
2014-15,390322,Granville Central High,557.0,311.0,55.83,,True
2014-15,390323,Granville Early College High,194.0,96.0,49.48,,True
2014-15,390324,J. F. Webb High,596.0,381.0,63.93,,True
2014-15,390328,Granville Magnet School,112.0,67.0,59.82,,True
2014-15,390331,Mary Potter Middle,398.0,261.0,65.58,2012-13,True
2014-15,390333,Mount Energy Elementary,400.0,228.0,57.0,2006-07,True
2014-15,390334,Northern Granville Middle,355.0,246.0,69.3,2012-13,True
2014-15,390336,Joe Toler-Oak Hill Elementary,201.0,153.0,76.12,2006-07,True
2014-15,390360,Stovall-Shaw Elementary,323.0,221.0,68.42,2006-07,True
2014-15,390362,Tar River Elementary,491.0,220.0,44.81,2011-12,True
2014-15,390364,West Oxford Elementary,573.0,459.0,80.1,2006-07,True
2014-15,390368,Wilton Elementary,280.0,128.0,45.71,2010-11,True
2014-15,390700,JF Webb HS Of Health And Life Sciences,306.0,69.0,22.55,,True
2014-15,390704,S Granville HS Of Health Life Sciences,442.0,132.0,29.86,,True
2014-15,390705,S Granville HS of Integ Tech & Lead,421.0,141.0,33.49,,True
2014-15,39A000,Falls Lake Academy,411.0,30.0,7.3,,True
2014-15,39B000,Oxford Preparatory,115.0,23.0,20.0,,True
2014-15,400308,Greene Central High,871.0,585.0,67.16,,True
2014-15,400312,Greene County Middle,722.0,520.0,72.02,2011-12,True
2014-15,400315,Greene Early College High,138.0,100.0,72.46,,True
2014-15,400318,Greene County Intermediate,458.0,352.0,76.86,2012-13,True
2014-15,400321,Snow Hill Primary,652.0,540.0,82.82,2002-03,True
2014-15,400332,West Greene Elementary,474.0,371.0,78.27,2002-03,True
2014-15,410304,Alamance Elementary,824.0,397.0,48.18,,True
2014-15,410307,Edwin A Alderman Elementary,438.0,368.0,84.02,2005-06,True
2014-15,410310,Allen Jay Elementary,464.0,464.0,100.0,2006-07,True
2014-15,410311,"Allen Jay Middle, A Preparatory Academy",97.0,74.0,76.29,2014-15,True
2014-15,410313,Southern Guilford Middle,769.0,590.0,76.72,2010-11,True
2014-15,410316,Allen Middle,712.0,661.0,92.84,2007-08,True
2014-15,410319,T Wingate Andrews High,835.0,782.0,93.65,2011-12,True
2014-15,410322,Archer Elementary,452.0,378.0,83.63,2005-06,True
2014-15,410325,Aycock Middle,606.0,531.0,87.62,2009-10,True
2014-15,410326,Middle College High at Bennett,112.0,82.0,73.21,,True
2014-15,410328,Bessemer Elementary,518.0,518.0,100.0,2002-03,True
2014-15,410331,Bluford Elementary,298.0,298.0,100.0,2006-07,True
2014-15,410334,Brightwood Elementary,617.0,605.0,98.06,2006-07,True
2014-15,410337,Brooks Global Elementary,406.0,150.0,36.95,,True
2014-15,410340,Monticello-Brown Summit Elem,366.0,222.0,60.66,2013-14,True
2014-15,410341,Brown Summit Middle,242.0,38.0,15.7,,True
2014-15,410343,Claxton Elementary,616.0,194.0,31.49,,True
2014-15,410346,Colfax Elementary,610.0,219.0,35.9,,True
2014-15,410349,Ceasar Cone Elementary,465.0,465.0,100.0,2006-07,True
2014-15,410355,James B Dudley High,1311.0,1311.0,100.0,2010-11,True
2014-15,410358,Eastern Guilford High,1052.0,683.0,64.92,,True
2014-15,410361,Erwin Montessori,309.0,163.0,52.75,,True
2014-15,410364,Fairview Elementary,426.0,426.0,100.0,2005-06,True
2014-15,410366,Waldo C Falkener Sr Elementary,614.0,614.0,100.0,2006-07,True
2014-15,410367,Ferndale Middle,880.0,798.0,90.68,2002-03,True
2014-15,410370,Florence Elementary,707.0,271.0,38.33,,True
2014-15,410373,Julius I Foust Elementary,409.0,409.0,100.0,2006-07,True
2014-15,410376,Cyrus P Frazier Elementary,315.0,302.0,95.87,2006-07,True
2014-15,410379,Gateway Education Center,46.0,28.0,60.87,,True
2014-15,410382,Gibsonville Elementary,445.0,247.0,55.51,2014-15,True
2014-15,410385,Gillespie Park Elementary,261.0,261.0,100.0,2003-04,True
2014-15,410388,General Greene Elementary,486.0,170.0,34.98,,True
2014-15,410390,GC Middle College High,108.0,33.0,30.56,,True
2014-15,410391,Penn-Griffin Schools,675.0,398.0,58.96,,True
2014-15,410394,Grimsley High,1502.0,589.0,39.21,,True
2014-15,410395,Early College at Guilford,175.0,20.0,11.43,,True
2014-15,410396,High School Ahead Academy,94.0,94.0,100.0,2009-10,True
2014-15,410397,Guilford Middle,716.0,530.0,74.02,2012-13,True
2014-15,410398,Doris Henderson Newcomers Sch,287.0,248.0,86.41,2006-07,True
2014-15,410399,Middle College at GTCC-GSO,101.0,58.0,57.43,,True
2014-15,410400,Guilford Elementary,637.0,502.0,78.81,2006-07,True
2014-15,410401,GTCC Middle College High,149.0,71.0,47.65,,True
2014-15,410402,Otis L Hairston Sr Middle,746.0,746.0,100.0,2003-04,True
2014-15,410403,Hampton Elem Univ Partnership,312.0,312.0,100.0,2004-05,True
2014-15,410406,High Point Central High,1213.0,769.0,63.4,,True
2014-15,410407,The Academy at Central,127.0,93.0,73.23,,True
2014-15,410408,Middle College GTCC High Point,91.0,53.0,58.24,,True
2014-15,410409,Hunter Elementary,507.0,507.0,100.0,2006-07,True
2014-15,410412,Irving Park Elementary,656.0,506.0,77.13,2010-11,True
2014-15,410415,Jackson Middle,495.0,495.0,100.0,2004-05,True
2014-15,410418,Jamestown Elementary,454.0,406.0,89.43,2008-09,True
2014-15,410421,Jamestown Middle,1186.0,672.0,56.66,,True
2014-15,410423,Jefferson Elementary,674.0,514.0,76.26,2012-13,True
2014-15,410424,Jesse Wharton Elem,505.0,168.0,33.27,,True
2014-15,410427,Johnson Street Global Studies,381.0,333.0,87.4,2006-07,True
2014-15,410430,David D Jones Elementary,741.0,570.0,76.92,2012-13,True
2014-15,410436,James Y Joyner Elementary,336.0,266.0,79.17,2010-11,True
2014-15,410437,Kernodle Middle,856.0,213.0,24.88,,True
2014-15,410439,Kirkman Park Elementary,309.0,309.0,100.0,2003-04,True
2014-15,410442,Kiser Middle,832.0,470.0,56.49,,True
2014-15,410448,Lincoln Academy,709.0,315.0,44.43,,True
2014-15,410451,John Van Lindley Elementary,457.0,240.0,52.52,,True
2014-15,410454,Madison Elementary,206.0,134.0,65.05,2013-14,True
2014-15,410457,Herbin Metz Education Center,73.0,51.0,69.86,,True
2014-15,410458,C Joyner Greene Education Center,67.0,34.0,50.75,,True
2014-15,410460,Eastern Guilford Middle,902.0,662.0,73.39,2011-12,True
2014-15,410461,McLeansville Elementary,465.0,379.0,81.51,2008-09,True
2014-15,410462,Ronald E. McNair Elementary,572.0,534.0,93.36,2012-13,True
